essay_a_id,essay_b_id,pair_id,condition_a,condition_b,cross_condition
673ab124dd6f6df06b143da0,5d803d51aa53f30015ce5b77,pair_0261,Practice w AI,Practice wo AI,True
673af2a9c1f8458caba0ebb8,673b4532dad611895a16ae00,pair_0262,Practice wo AI,Practice wo AI,False
673dd729602638e2ca0c3cd7,6748cb136c8b12cf06e6b8e1,pair_0263,No practice,Practice wo AI,True
670e2a711df0a045aea8de04,674f49392a04ca838a809c9d,pair_0264,Practice w AI,Practice wo AI,True
674665004084064b14f073cf,67324222a147b9f2c738d0ec,pair_0265,Practice w AI,No practice,True
674a00c98d6b23fcec3273be,6751f03363fdbd0a960f7f87,pair_0266,No practice,No practice,False
670c4a94154a76c8d4a4bd83,6748fee70bf23692cd9f0de1,pair_0267,Practice w AI,No practice,True
66c41e2528dfe10533b505a9,5d18cf6eb3e698001eea9960,pair_0268,Practice w AI,Practice wo AI,True
671ad3255a64b6879856e3b8,5a9ab4944eecca0001dd806a,pair_0269,No practice,No practice,False
5d59b0b61da7d1001aa1a853,674efe761abf45787d51a7c3,pair_0270,Practice wo AI,Practice w AI,True
66f6f78c68246dd27f4dcc05,6567644b0a4a14cbeaac5a79,pair_0271,Practice wo AI,Practice w AI,True
673d1423ff3f7beef3984b8b,67469dde494c2b78202fc16e,pair_0272,Practice w AI,No practice,True
6757f72f155aa5774594c6b3,5be728a4dbedc80001377337,pair_0273,Practice w AI,Practice wo AI,True
6725b59fd221a054d8cdc72a,662d017cd5d3a0ed42bfe339,pair_0274,No practice,Practice w AI,True
673ca896c4ffe7eba1d26499,620bdc0ba922fc3f247f6939,pair_0275,Practice wo AI,Practice wo AI,False
672f6bb692f6294cbe6e75c0,66fbce9f6636b088d001a4e9,pair_0276,Practice w AI,No practice,True
66edfa4100bafe2855a5654c,674f49392a04ca838a809c9d,pair_0277,Practice wo AI,Practice wo AI,False
6701a4d42a2e8c434e0fc50a,6646abc0720d1baaa7e0af4c,pair_0278,Practice wo AI,Practice w AI,True
6744fb5c6a8a3d8e3f531da3,6629adbd155fc3428fedad56,pair_0279,Practice w AI,Practice w AI,False
6019ef82db64741e01adb686,671fd6f39d8fe673222a5324,pair_0280,Practice wo AI,Practice wo AI,False
66f636a15a0ec8d9ef572bae,660b8a64848fe5d8cc2c5444,pair_0281,No practice,No practice,False
5bb7af73dd840f0001d85935,671f79a56247ae73ebb20e5c,pair_0282,Practice wo AI,Practice wo AI,False
67206083e8af4cf14439ac21,675662c8da055bc788c8a805,pair_0283,No practice,No practice,False
5f5de0c1a9ba1163a6f7f78b,673d071d17bf88e3930af5f0,pair_0284,No practice,Practice wo AI,True
6630f8c1f995b01de9767c7d,673e2ad54a989f15bc638d5b,pair_0285,No practice,Practice w AI,True
60fb024cbfd74cc251c6f9b0,673ead8d8389b11c02a060e9,pair_0286,Practice w AI,Practice w AI,False
5f89c991f0e3a80101afe091,675345b32d636f68b81a386b,pair_0287,Practice w AI,Practice w AI,False
5c22f28d70d93a0001201738,6655a82a88d0e8cbcc9dff42,pair_0288,Practice w AI,Practice wo AI,True
670fc040eb429afca6ec21e0,670e3c70da3334b19d83bebc,pair_0289,No practice,Practice wo AI,True
66c6952ac1f2b09e6c930cf8,67542c40610c0a42c85564d3,pair_0290,No practice,No practice,False
6718211bee61c726b40afb2b,66df3be52e3a37738fecdf1a,pair_0291,Practice wo AI,Practice wo AI,False
67476bf18ef77c29b9ed3ef4,5aaddb14beaf0b0001707c69,pair_0292,Practice w AI,No practice,True
66afb95e579fb899b5e90ab3,673cf6d476dc4af064402a8c,pair_0293,Practice wo AI,No practice,True
66d11be993fd125064876a34,673bc1b802483aa3f5018d27,pair_0294,Practice wo AI,No practice,True
6750f2355fd9ba678f76fa5c,67474b18c19b12c4feeed5d2,pair_0295,Practice wo AI,Practice w AI,True
675440feacddb63cb9d5988b,6750c7eaec05ae2f773b5be9,pair_0296,No practice,No practice,False
662bdd8c97c290536da33e88,5f2a13417b4ac51dc95d38c1,pair_0297,Practice wo AI,No practice,True
67208d3885ff15254cff81a5,5e4e844553bc702cdf68404d,pair_0298,Practice wo AI,Practice w AI,True
67506ddcd40746bb1f460a23,66957ab0e33f6b17bea3a067,pair_0299,No practice,Practice wo AI,True
6748f02892a5641e585c53b2,670e3c70da3334b19d83bebc,pair_0300,No practice,Practice wo AI,True
674ecab9c4b5d7e72489cc90,6129ba3532102d5c539ff29b,pair_0301,No practice,No practice,False
5bfd81fb2feab400014d9060,6712764f69b9fc3c7a0f0ae7,pair_0302,Practice wo AI,Practice w AI,True
5bc1408d5a09ea00012e3cd8,672b535d32de33b44a2c2bf8,pair_0303,Practice w AI,No practice,True
6711c745bcc0626c2de36d07,673b4532dad611895a16ae00,pair_0304,Practice w AI,Practice wo AI,True
673a2837d5cb152d08ee5be8,6748cb136c8b12cf06e6b8e1,pair_0305,No practice,Practice wo AI,True
6725246621f607dc27137c03,5debed6b3820732ef2af3c55,pair_0306,Practice w AI,No practice,True
67458a62196f76e7fc7b28bf,66240955715b3b45903381ed,pair_0307,Practice wo AI,Practice w AI,True
5d654282986878001c2a5db7,6711c745bcc0626c2de36d07,pair_0308,Practice wo AI,Practice w AI,True
667d40aa7de88cce486a3beb,5e9f138c34d3e40326507588,pair_0309,Practice wo AI,Practice wo AI,False
665cd9869a0ffe598b8b84a7,674f5e7bf97ee4e183c9247e,pair_0310,Practice w AI,Practice wo AI,True
66639889ea005547089b6cbf,5f2a13417b4ac51dc95d38c1,pair_0311,Practice w AI,No practice,True
674886cc98e540f712e258b3,650f0436808ab1edc4264660,pair_0312,Practice wo AI,No practice,True
6738d0d8a49ff94090a8668a,6746a1bc28743cbc2c2feaa8,pair_0313,No practice,Practice w AI,True
5c1ffe5295f978000173df84,670e2a711df0a045aea8de04,pair_0314,No practice,Practice w AI,True
66d8d824887fc4d4c7a873d4,6077314ace74aa8fd3f90e9c,pair_0315,Practice w AI,Practice w AI,False
673253900b42a97fc5a371c1,63f809102d5b3a98cb923306,pair_0316,Practice wo AI,Practice w AI,True
674b3b45f390921a88f24747,5e7e5df723c3560d66f2946d,pair_0317,Practice w AI,Practice w AI,False
58462977d2be990001174ae3,5d203fad20b61f00012aced4,pair_0318,Practice wo AI,No practice,True
673f1dafec0718eb572db268,66eb8427a91699e7d2eefc29,pair_0319,Practice wo AI,No practice,True
6716deaf9d399c9499b878cd,6737d3a1eea5bb6f29a9fdcd,pair_0320,No practice,Practice w AI,True
671a80f4ca33770b00602f07,66f4f7ad212140211220fee0,pair_0321,Practice wo AI,No practice,True
6643cde3471e61890ff943ae,670c4a94154a76c8d4a4bd83,pair_0322,No practice,Practice w AI,True
6741fe9a07d7d42c5ed043ad,6752dfa83d6bd053f4a82672,pair_0323,Practice w AI,No practice,True
673e4e69ce45d284f16fad2d,65f5cbcd2324b8dd6f3ff42d,pair_0324,Practice w AI,No practice,True
638a66471585cb7583285740,673b8d1448db4a031a4a90b2,pair_0325,Practice w AI,Practice wo AI,True
671e304feab861f71c53159e,67476bf18ef77c29b9ed3ef4,pair_0326,Practice w AI,Practice w AI,False
5fb5ef0ab61b9e02d5752768,67506ddcd40746bb1f460a23,pair_0327,Practice w AI,No practice,True
5bf336d965825d00017cf3c2,671fd6f39d8fe673222a5324,pair_0328,No practice,Practice wo AI,True
674dd4a8db09aec3c797b225,5bf336d965825d00017cf3c2,pair_0329,No practice,No practice,False
67414d7323258c912a5a9080,6019ef82db64741e01adb686,pair_0330,Practice w AI,Practice wo AI,True
601c1f550370f34ec49ab0b6,6734010bda95d208801d15b0,pair_0331,Practice wo AI,Practice wo AI,False
67043b37df9ef06a056c08a7,6567644b0a4a14cbeaac5a79,pair_0332,Practice w AI,Practice w AI,False
67530f4304eeee59262e116c,5d59b0b61da7d1001aa1a853,pair_0333,Practice w AI,Practice wo AI,True
65cd90916d6c5ca9f796e9a3,674a00c98d6b23fcec3273be,pair_0334,Practice wo AI,No practice,True
671b808f72d8aafff77cf0a4,673db657aea3fbabfc2dc7e9,pair_0335,No practice,Practice wo AI,True
67511986975a960bcf3abf18,673dc43ca2f27f065ca2c6da,pair_0336,No practice,Practice wo AI,True
66dd875b792eea0ebd7480c2,66dfab8a51e1e36892dc419a,pair_0337,No practice,Practice wo AI,True
6749e23147701f88fb137f3c,67458a62196f76e7fc7b28bf,pair_0338,Practice w AI,Practice wo AI,True
673b98ed5c9291ade287dc2d,673dc43ca2f27f065ca2c6da,pair_0339,No practice,Practice wo AI,True
5dd33f6b2091e93579973754,673e249d764205ff4fdc5af1,pair_0340,Practice wo AI,Practice wo AI,False
66e3551244755a4debcd58d8,63bd8d4ca46f8313570e6fa4,pair_0341,Practice w AI,Practice wo AI,True
5e46aa20caec81000b7d4f93,5f6f738fef894f0dbf9839f8,pair_0342,Practice wo AI,Practice wo AI,False
66d6b541291304cb7e9fcc4e,60e7739644eb45bfddedf039,pair_0343,No practice,Practice w AI,True
674065a38ff18a032bc97fa6,674f5e7bf97ee4e183c9247e,pair_0344,No practice,Practice wo AI,True
60da55124ca8924a40a8d91c,5d654282986878001c2a5db7,pair_0345,No practice,Practice wo AI,True
66eddcfe67e927db6f0a4768,6737043554b7adfcf6ccf4c8,pair_0346,Practice wo AI,Practice wo AI,False
5f49457d8ac21f34cf443e62,673d071d17bf88e3930af5f0,pair_0347,No practice,Practice wo AI,True
6741b2d133472ff2947350bf,60fd94f3d702e2e637dcc4b1,pair_0348,Practice wo AI,No practice,True
66327d80e38c281ece2d3f1c,67208d3885ff15254cff81a5,pair_0349,Practice w AI,Practice wo AI,True
6734ab3304b4b5bc58df43cd,672f0bc51dcdd7fd05d5a26b,pair_0350,Practice w AI,No practice,True
6740281e046425743a959ce2,674f5e7bf97ee4e183c9247e,pair_0351,No practice,Practice wo AI,True
66eadc2f3e0ce992ca6d5db7,66dd875b792eea0ebd7480c2,pair_0352,Practice w AI,No practice,True
673ce5fb976e7b0fec24c1e9,6746a1bc28743cbc2c2feaa8,pair_0353,Practice w AI,Practice w AI,False
66aa80ac332a6f9fb18e4364,673b98ed5c9291ade287dc2d,pair_0354,Practice w AI,No practice,True
66ac666f3e030205c277b763,673f1dafec0718eb572db268,pair_0355,Practice wo AI,Practice wo AI,False
66eadc2f3e0ce992ca6d5db7,673f6c92a931906b3b255300,pair_0356,Practice w AI,Practice w AI,False
674ecb107dac894c50a95473,672f6bb692f6294cbe6e75c0,pair_0357,Practice w AI,Practice w AI,False
6705ced6e56f5598aa07112d,673b3cdce48f221ee513c467,pair_0358,Practice w AI,Practice wo AI,True
675440feacddb63cb9d5988b,673840bbbf35e7a4a6ad3918,pair_0359,No practice,No practice,False
67472b406557adf9044c6e34,673f1dafec0718eb572db268,pair_0360,No practice,Practice wo AI,True
6757fef215ee6088e0b7fa55,67445f0269a82fe014b24be0,pair_0361,Practice w AI,No practice,True
674f6467df47b9f52bafc85e,667d40aa7de88cce486a3beb,pair_0362,Practice w AI,Practice wo AI,True
671e304feab861f71c53159e,66df3be52e3a37738fecdf1a,pair_0363,Practice w AI,Practice wo AI,True
67461b1c9d6e98cb909d1052,5c22f28d70d93a0001201738,pair_0364,Practice wo AI,Practice w AI,True
6716a4d35dcfb3a276097670,66775344eabb4cc1cbc0120e,pair_0365,Practice w AI,Practice wo AI,True
67324222a147b9f2c738d0ec,670fc040eb429afca6ec21e0,pair_0366,No practice,No practice,False
6738d0d8a49ff94090a8668a,67043b37df9ef06a056c08a7,pair_0367,No practice,Practice w AI,True
5c54a532e3c69b0001af7b8c,5da497568034e40011366267,pair_0368,Practice w AI,Practice w AI,False
67570e6b659a69f3542f227c,674ca03cb3b66e7b92461fc4,pair_0369,No practice,Practice w AI,True
5dd33f6b2091e93579973754,66afb95e579fb899b5e90ab3,pair_0370,Practice wo AI,Practice wo AI,False
662bdd8c97c290536da33e88,6740281e046425743a959ce2,pair_0371,Practice wo AI,No practice,True
5f5de0c1a9ba1163a6f7f78b,6720de8a0a6c9c0c3b803fb7,pair_0372,No practice,No practice,False
66d11be993fd125064876a34,673b98ed5c9291ade287dc2d,pair_0373,Practice wo AI,No practice,True
67274a937bc73438d89976b8,671498899f67df85f33ea053,pair_0374,No practice,Practice wo AI,True
61474a17f798ccc4e40383da,6737aa6cfebe4f707b501d47,pair_0375,No practice,Practice wo AI,True
6718211bee61c726b40afb2b,6737043554b7adfcf6ccf4c8,pair_0376,Practice wo AI,Practice wo AI,False
673e12bb731e90ac14d9464c,6643cde3471e61890ff943ae,pair_0377,Practice w AI,No practice,True
671a80f4ca33770b00602f07,5f2a13417b4ac51dc95d38c1,pair_0378,Practice wo AI,No practice,True
673f22a6fe1eb8b74492446c,5c22f28d70d93a0001201738,pair_0379,No practice,Practice w AI,True
67155947b83a6aee15acbc0d,673ece27f62fd4e495b8731c,pair_0380,Practice w AI,Practice wo AI,True
5c1ffe5295f978000173df84,58462977d2be990001174ae3,pair_0381,No practice,Practice wo AI,True
66639889ea005547089b6cbf,67469dde494c2b78202fc16e,pair_0382,Practice w AI,No practice,True
673d1423ff3f7beef3984b8b,66afb95e579fb899b5e90ab3,pair_0383,Practice w AI,Practice wo AI,True
671b808f72d8aafff77cf0a4,674e79192cd6a534d097fa86,pair_0384,No practice,No practice,False
674eead0fa651dc021895fd9,60fd94f3d702e2e637dcc4b1,pair_0385,Practice wo AI,No practice,True
673dd729602638e2ca0c3cd7,670d8b142f87173ffe3b4763,pair_0386,No practice,No practice,False
5e2b4e61a7f804000a55eee7,672bb303dc26d7849dc27a77,pair_0387,No practice,Practice wo AI,True
5e46aa20caec81000b7d4f93,5dd33f6b2091e93579973754,pair_0388,Practice wo AI,Practice wo AI,False
5e7e5df723c3560d66f2946d,6748cb136c8b12cf06e6b8e1,pair_0389,Practice w AI,Practice wo AI,True
673775d01ea6f13f83478a98,66639889ea005547089b6cbf,pair_0390,Practice w AI,Practice w AI,False
5dd95e3c2274978e775f2aff,6567644b0a4a14cbeaac5a79,pair_0391,Practice w AI,Practice w AI,False
66aa80ac332a6f9fb18e4364,5d18cf6eb3e698001eea9960,pair_0392,Practice w AI,Practice wo AI,True
5d7085f70a426200186bc676,6750c7eaec05ae2f773b5be9,pair_0393,No practice,No practice,False
6630f8c1f995b01de9767c7d,5ec738ce3c7fd317a72dcfe6,pair_0394,No practice,Practice w AI,True
6741b2d133472ff2947350bf,674219b922bf096aa19e0132,pair_0395,Practice wo AI,Practice wo AI,False
6706d57c71b08b435db201ed,66aa737c246ab5cf919f921c,pair_0396,Practice wo AI,Practice w AI,True
67418b0073a668a4f01c195f,671ad3255a64b6879856e3b8,pair_0397,Practice w AI,No practice,True
67408294dde74bdcf6ab3624,5debed6b3820732ef2af3c55,pair_0398,No practice,No practice,False
6726f38cd14d8ba8644f2bcf,67408294dde74bdcf6ab3624,pair_0399,Practice w AI,No practice,True
673253900b42a97fc5a371c1,6720de8a0a6c9c0c3b803fb7,pair_0400,Practice wo AI,No practice,True
6229ee11f6b5405956544966,67542c40610c0a42c85564d3,pair_0401,Practice w AI,No practice,True
6734a7b09364436b5f4d0bef,674b3b45f390921a88f24747,pair_0402,Practice wo AI,Practice w AI,True
5f5d6b0def06255d5119a9ba,6701a4d42a2e8c434e0fc50a,pair_0403,Practice w AI,Practice wo AI,True
5d0b7d3a1c9a4e001a11dd19,67474b18c19b12c4feeed5d2,pair_0404,Practice wo AI,Practice w AI,True
6744f2b0bc094f0202eee300,6019ef82db64741e01adb686,pair_0405,No practice,Practice wo AI,True
673305eed310a7d38c4fb88c,6705ced6e56f5598aa07112d,pair_0406,Practice wo AI,Practice w AI,True
6751f332ae95eef3bdc2f3d2,6562c873c8002ad2e44b7b33,pair_0407,Practice w AI,No practice,True
6755cf3ef3d14c0c963b12c3,6736252ad04633e3c76630da,pair_0408,Practice wo AI,Practice w AI,True
66327d80e38c281ece2d3f1c,5bfd81fb2feab400014d9060,pair_0409,Practice w AI,Practice wo AI,True
6733248e5bd5390d25c71787,6750c7eaec05ae2f773b5be9,pair_0410,No practice,No practice,False
673fb829ebd9b9b3c88d4f57,6733248e5bd5390d25c71787,pair_0411,Practice wo AI,No practice,True
6695541a6e0d986b02c25dd9,674e79192cd6a534d097fa86,pair_0412,No practice,No practice,False
6742189e9fd5fe9de0d9b729,6733248e5bd5390d25c71787,pair_0413,No practice,No practice,False
67073b794c4f1d5d452d23d7,66f636a15a0ec8d9ef572bae,pair_0414,No practice,No practice,False
673215ff162805cf7a252019,673ce5fb976e7b0fec24c1e9,pair_0415,Practice wo AI,Practice w AI,True
673ed00f3ebd9a8bdb2af956,5f49457d8ac21f34cf443e62,pair_0416,No practice,No practice,False
6750f2355fd9ba678f76fa5c,66eddcfe67e927db6f0a4768,pair_0417,Practice wo AI,Practice wo AI,False
674d8599e34ae51aa4235454,670fc040eb429afca6ec21e0,pair_0418,Practice w AI,No practice,True
674dfaa7d928f0bfb0084339,6716deaf9d399c9499b878cd,pair_0419,No practice,No practice,False
6736679e7f59a8570f845b14,66df3be52e3a37738fecdf1a,pair_0420,Practice wo AI,Practice wo AI,False
67530d3f746600868ad35364,6748f02892a5641e585c53b2,pair_0421,No practice,No practice,False
674a1e9ff099f95c96164b67,66eb8427a91699e7d2eefc29,pair_0422,Practice wo AI,No practice,True
663a8b9eb077de60d6884574,674efe761abf45787d51a7c3,pair_0423,Practice wo AI,Practice w AI,True
6716b72cb62f2e7204264d3c,6748f8e31516667cc3eb71e8,pair_0424,Practice w AI,No practice,True
650c3f3a36d72f87324d708f,63f809102d5b3a98cb923306,pair_0425,Practice w AI,Practice w AI,False
6744639f3f41b208789e2b15,6734010bda95d208801d15b0,pair_0426,Practice w AI,Practice wo AI,True
5df4892578322533c70aecdf,6717f49882dda1264ded32b9,pair_0427,Practice wo AI,Practice wo AI,False
6737295e43d8fb5b7a84498b,5ed68cac121a540dfb82f4ea,pair_0428,Practice w AI,No practice,True
673ab124dd6f6df06b143da0,66e3551244755a4debcd58d8,pair_0429,Practice w AI,Practice w AI,False
671f79a56247ae73ebb20e5c,673ed00f3ebd9a8bdb2af956,pair_0430,Practice wo AI,No practice,True
5e3e54f69e51f80b67c1cc06,672990f6d28704d466361881,pair_0431,Practice w AI,Practice w AI,False
669d6944d79f7655e42582fc,672c07a7e4ed661368e89246,pair_0432,Practice w AI,Practice wo AI,True
67110816ee3ab678f80eed04,6567644b0a4a14cbeaac5a79,pair_0433,No practice,Practice w AI,True
610e2de21943396ffccfcf4e,6752dfa83d6bd053f4a82672,pair_0434,No practice,No practice,False
673e4e69ce45d284f16fad2d,6725246621f607dc27137c03,pair_0435,Practice w AI,Practice w AI,False
671fae1be03bf361e4a6342e,650c3f3a36d72f87324d708f,pair_0436,No practice,Practice w AI,True
5be728a4dbedc80001377337,672b535d32de33b44a2c2bf8,pair_0437,Practice wo AI,No practice,True
66d6b541291304cb7e9fcc4e,673ce807b23c287507a4230e,pair_0438,No practice,No practice,False
673218a457531caf7e24f2a6,6755cf3ef3d14c0c963b12c3,pair_0439,Practice w AI,Practice wo AI,True
6739909cd20e7e7fcf711ef7,670fc040eb429afca6ec21e0,pair_0440,No practice,No practice,False
6755e7f8aa088eda32fcdc43,63bd8d4ca46f8313570e6fa4,pair_0441,Practice wo AI,Practice wo AI,False
601c1f550370f34ec49ab0b6,673e249d764205ff4fdc5af1,pair_0442,Practice wo AI,Practice wo AI,False
6718c8fc698d34ce5d298fef,6741fe9a07d7d42c5ed043ad,pair_0443,No practice,Practice w AI,True
673c32d8bcf768ce9f55ac33,667d40aa7de88cce486a3beb,pair_0444,Practice wo AI,Practice wo AI,False
66c41e2528dfe10533b505a9,674a1e9ff099f95c96164b67,pair_0445,Practice w AI,Practice wo AI,True
67280753237c0c4258f356a6,671a80f4ca33770b00602f07,pair_0446,Practice wo AI,Practice wo AI,False
6724a516c163624782172432,671fd6f39d8fe673222a5324,pair_0447,Practice w AI,Practice wo AI,True
67351d5a16ab59e9f1b0946a,671fd6f39d8fe673222a5324,pair_0448,Practice w AI,Practice wo AI,True
66f55772a7312a23f27b3196,6724a516c163624782172432,pair_0449,Practice w AI,Practice w AI,False
67206083e8af4cf14439ac21,60fb024cbfd74cc251c6f9b0,pair_0450,No practice,Practice w AI,True
6757f72f155aa5774594c6b3,6748f8e31516667cc3eb71e8,pair_0451,Practice w AI,No practice,True
5eb4c6510ef386339dde2a35,669d6944d79f7655e42582fc,pair_0452,No practice,Practice w AI,True
6739075d10227690e7d142ed,5bfd81fb2feab400014d9060,pair_0453,Practice wo AI,Practice wo AI,False
672ede539bd39a8deecc501d,673ab124dd6f6df06b143da0,pair_0454,Practice wo AI,Practice w AI,True
6727e10a76e80949064e1e6c,638a66471585cb7583285740,pair_0455,Practice w AI,Practice w AI,False
66f0d61cc482b4b76567015d,5d203fad20b61f00012aced4,pair_0456,Practice w AI,No practice,True
672f7c36a98c409af1d49bea,6738d0d8a49ff94090a8668a,pair_0457,Practice w AI,No practice,True
66c6952ac1f2b09e6c930cf8,674219b922bf096aa19e0132,pair_0458,No practice,Practice wo AI,True
5cd6c1197b871a0001b13589,5d654282986878001c2a5db7,pair_0459,No practice,Practice wo AI,True
65b549c67c7791499c09f8a2,673f1dafec0718eb572db268,pair_0460,No practice,Practice wo AI,True
5fb701a86c3b2e1da0b3235a,672ce0841dfa29f676e37b0f,pair_0461,Practice w AI,Practice wo AI,True
6712764f69b9fc3c7a0f0ae7,674b3b45f390921a88f24747,pair_0462,Practice w AI,Practice w AI,False
5dcc3ec7db13278d75c8622f,6755e7f8aa088eda32fcdc43,pair_0463,Practice wo AI,Practice wo AI,False
672fe1481ba8b290765e0a76,67043b37df9ef06a056c08a7,pair_0464,Practice wo AI,Practice w AI,True
674b32fd39976ab4ec92d7d6,6718211bee61c726b40afb2b,pair_0465,No practice,Practice wo AI,True
66e751acca3571686adc14d4,6229ee11f6b5405956544966,pair_0466,No practice,Practice w AI,True
673a2837d5cb152d08ee5be8,66fbce9f6636b088d001a4e9,pair_0467,No practice,No practice,False
672e86a538b9e142805a426e,667d40aa7de88cce486a3beb,pair_0468,Practice w AI,Practice wo AI,True
5f89c991f0e3a80101afe091,672bb303dc26d7849dc27a77,pair_0469,Practice w AI,Practice wo AI,True
67224ad15231b5e9538948bd,673b98ed5c9291ade287dc2d,pair_0470,Practice wo AI,No practice,True
674065a38ff18a032bc97fa6,673f1dafec0718eb572db268,pair_0471,No practice,Practice wo AI,True
6743ad4dc1bf31373949d647,66f6f78c68246dd27f4dcc05,pair_0472,No practice,Practice wo AI,True
665cd9869a0ffe598b8b84a7,6737d3a1eea5bb6f29a9fdcd,pair_0473,Practice w AI,Practice w AI,False
66edfa4100bafe2855a5654c,673ead8d8389b11c02a060e9,pair_0474,Practice wo AI,Practice w AI,True
67414d7323258c912a5a9080,5e46aa20caec81000b7d4f93,pair_0475,Practice w AI,Practice wo AI,True
6749e23147701f88fb137f3c,6562c873c8002ad2e44b7b33,pair_0476,Practice w AI,No practice,True
65cd90916d6c5ca9f796e9a3,5e2b4e61a7f804000a55eee7,pair_0477,Practice wo AI,No practice,True
61043313db87223a3f2929ed,66aa80ac332a6f9fb18e4364,pair_0478,No practice,Practice w AI,True
6629adbd155fc3428fedad56,671e304feab861f71c53159e,pair_0479,Practice w AI,Practice w AI,False
6717b20f3f98b3e3069401e3,671498899f67df85f33ea053,pair_0480,Practice w AI,Practice wo AI,True
6742d8af3108e8a56dda101e,673215ff162805cf7a252019,pair_0481,Practice wo AI,Practice wo AI,False
66d8d824887fc4d4c7a873d4,5e2b4e61a7f804000a55eee7,pair_0482,Practice w AI,No practice,True
67530f4304eeee59262e116c,673ead8d8389b11c02a060e9,pair_0483,Practice w AI,Practice w AI,False
673726b38e7451a580f3c624,6751f03363fdbd0a960f7f87,pair_0484,No practice,No practice,False
6710578884662430d4c6d4b9,6732ab9b8627904cc6a8a524,pair_0485,Practice w AI,No practice,True
60da55124ca8924a40a8d91c,673ed00f3ebd9a8bdb2af956,pair_0486,No practice,No practice,False
674d74930bb10f46df1ca2db,617162d1105c7a764aab90b4,pair_0487,Practice w AI,Practice wo AI,True
60778db7ed3bae21972be1b4,67224ad15231b5e9538948bd,pair_0488,Practice w AI,Practice wo AI,True
673ca896c4ffe7eba1d26499,673db657aea3fbabfc2dc7e9,pair_0489,Practice wo AI,Practice wo AI,False
65fcdef120c3e7513256ac68,6716deaf9d399c9499b878cd,pair_0490,Practice wo AI,No practice,True
66311c9747a9466bf5dcf6ba,66f4f7ad212140211220fee0,pair_0491,Practice wo AI,No practice,True
66fce373051cafbe0961017b,673253900b42a97fc5a371c1,pair_0492,Practice w AI,Practice wo AI,True
674dd4a8db09aec3c797b225,66f6f78c68246dd27f4dcc05,pair_0493,No practice,Practice wo AI,True
66ac666f3e030205c277b763,674d8599e34ae51aa4235454,pair_0494,Practice wo AI,Practice w AI,True
674886cc98e540f712e258b3,673f1dafec0718eb572db268,pair_0495,Practice wo AI,Practice wo AI,False
67511986975a960bcf3abf18,6716a4d35dcfb3a276097670,pair_0496,No practice,Practice w AI,True
6734ab3304b4b5bc58df43cd,67143d6ceca675fc7f56d6ad,pair_0497,Practice w AI,No practice,True
67354657253f396591767b63,672b535d32de33b44a2c2bf8,pair_0498,Practice wo AI,No practice,True
62fdda3096b651e5beacf456,672f7c36a98c409af1d49bea,pair_0499,Practice wo AI,Practice w AI,True
674ecab9c4b5d7e72489cc90,673775d01ea6f13f83478a98,pair_0500,No practice,Practice w AI,True
674665004084064b14f073cf,5d59b0b61da7d1001aa1a853,pair_0501,Practice w AI,Practice wo AI,True
6744fb5c6a8a3d8e3f531da3,674a00c98d6b23fcec3273be,pair_0502,Practice w AI,No practice,True
6748fee70bf23692cd9f0de1,67445f0269a82fe014b24be0,pair_0503,No practice,No practice,False
67477ac7090d737ae33348ea,66df3be52e3a37738fecdf1a,pair_0504,Practice wo AI,Practice wo AI,False
67434ac64ecdf3a681e629cb,6717f49882dda1264ded32b9,pair_0505,Practice wo AI,Practice wo AI,False
6646abc0720d1baaa7e0af4c,66775344eabb4cc1cbc0120e,pair_0506,Practice w AI,Practice wo AI,True
6725b59fd221a054d8cdc72a,674065a38ff18a032bc97fa6,pair_0507,No practice,No practice,False
5fb5ef0ab61b9e02d5752768,66240955715b3b45903381ed,pair_0508,Practice w AI,Practice w AI,False
67178d9d0cab3c8f3a70ca8e,67043b37df9ef06a056c08a7,pair_0509,Practice wo AI,Practice w AI,True
5bb7af73dd840f0001d85935,66eb8427a91699e7d2eefc29,pair_0510,Practice wo AI,No practice,True
673af2a9c1f8458caba0ebb8,673d071d17bf88e3930af5f0,pair_0511,Practice wo AI,Practice wo AI,False
5bc1408d5a09ea00012e3cd8,5be728a4dbedc80001377337,pair_0512,Practice w AI,Practice wo AI,True
672a3e67066f5a781bb96f51,6739075d10227690e7d142ed,pair_0513,Practice w AI,Practice wo AI,True
660b8a64848fe5d8cc2c5444,5f49457d8ac21f34cf443e62,pair_0514,No practice,No practice,False
67477ac7090d737ae33348ea,58462977d2be990001174ae3,pair_0515,Practice wo AI,Practice wo AI,False
67414d7323258c912a5a9080,673ece27f62fd4e495b8731c,pair_0516,Practice w AI,Practice wo AI,True
671f79a56247ae73ebb20e5c,63bd8d4ca46f8313570e6fa4,pair_0517,Practice wo AI,Practice wo AI,False
674ca03cb3b66e7b92461fc4,674f6467df47b9f52bafc85e,pair_0518,Practice w AI,Practice w AI,False
673ce5fb976e7b0fec24c1e9,67445f0269a82fe014b24be0,pair_0519,Practice w AI,No practice,True
6727dad78b37b3e6c93092ff,660b8a64848fe5d8cc2c5444,pair_0520,Practice w AI,No practice,True
6749e23147701f88fb137f3c,6750f2355fd9ba678f76fa5c,pair_0521,Practice w AI,Practice wo AI,True
